brand,phonename,cpu,charging,waterproof,screen,characteristic,phonehref,img_url
['真我（realme）'],[' realme GT Neo5 (150W) '],['骁龙8+ Gen1'],['120-150W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100052502353.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1f45f30ef83c4f05859e1b23d8110cb7,https://img13.360buyimg.com/n1/s450x450_jfs/t1/187731/25/40426/48204/6532b1bdF19d434e9/583cd5045e350deb.jpg
['荣耀（HONOR）'],[' 荣耀80 Pro '],['骁龙8+ Gen1'],['50-79W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100051639045.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9ea4cf32f1e8429e889294ee08dac892,https://img10.360buyimg.com/n1/s450x450_jfs/t1/220687/7/13535/58223/63b58bdfF6531a539/52cad29877359f82.jpg
['小米（MI）'],[' 小米Civi 3 '],['天玑8200-Ultra'],['50-79W'],['IP53'],['OLED曲面屏'],未知,https://item.jd.com/100052684910.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=fd3f4d83657c4ebda0cb5e14ab5f5fc8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/233209/2/197/68592/6530d648Fb31a7527/d432edf85770546a.jpg
['OPPO'],[' OPPO Reno10 Pro+ 5G '],['骁龙8+ Gen1'],['80-119W'],['IPX4'],['OLED曲面屏'],未知,https://item.jd.com/100052125032.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=fca07a3e53ec4dbfbbfbfff46d4f8d4b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/159338/12/40363/76225/6534c0c1F71f3b416/1e47fd846fe99a7b.jpg
['一加'],[' 一加Ace 2V '],['天玑9000'],['80-119W'],['IPX4'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100053251673.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f60b393312a54efe8585d3c4da3d2dae,https://img13.360buyimg.com/n1/s450x450_jfs/t1/132090/4/40594/66657/6537b33dF71348a38/0faf0c97ea78c691.jpg
['真我（realme）'],[' realme GT Neo5 SE '],['骁龙7+ Gen2'],['80-119W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100055829051.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1319889ee13e45cdb31c35160a7f059a,https://img11.360buyimg.com/n1/s450x450_jfs/t1/185365/12/40155/66772/6532b3d6F6bd3e917/e3fee62f4e3e6839.jpg
['荣耀（HONOR）'],[' 荣耀70 '],['骁龙778G+'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100023070501.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=55d4162e40744066b64a86f19b94569b,https://img11.360buyimg.com/n1/s450x450_jfs/t1/128928/2/26322/49074/632873d4E0126386e/33882a86e930cde5.jpg
['小米（MI）'],[' Redmi K60E '],['天玑8200'],['50-79W'],['IP53'],['OLED直屏'],['屏幕高刷新率，光学防抖拍照，NFC，红外遥控'],https://item.jd.com/100051316897.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b84077905f0446699b053a3d45b4cb07,https://img12.360buyimg.com/n1/s450x450_jfs/t1/96266/15/36360/31056/63aab37aFb96e223c/6e0da71c8ddd4368.jpg
['vivo'],[' iQOO Neo7 '],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3425b0260b59413db33a9a177acf4177,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['华为（HUAWEI）'],[' 华为nova 10 '],['骁龙778G'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100027028269.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=14a63ddd5b804936b71934965799f1eb,https://img14.360buyimg.com/n1/s450x450_jfs/t1/188028/32/35637/35279/64c715d0Fe7233b67/d365def0e7f4276c.jpg
['荣耀（HONOR）'],[' 荣耀80 '],['骁龙782G'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048275999.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8cdc1efd125245238a72e505d6fd8ddb,https://img14.360buyimg.com/n1/s450x450_jfs/t1/93274/3/45557/41973/6534fccbF31d3f937/97d959c8bfb55bdb.jpg
['荣耀（HONOR）'],[' 荣耀90 '],['骁龙7系列'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100052541468.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=535c7d427c44462297d78ee43145e367,https://img13.360buyimg.com/n1/s450x450_jfs/t1/94601/9/42242/100671/6538ee4bF898b0f42/f393ec1278b5666e.jpg
['Apple'],['iPad Pro 6 (12.9-inch) '],[],[],[],[],未知,https://item.jd.com/100044025821.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8fab51e78cc640f7adf3be4e81b021d3,https://img11.360buyimg.com/n1/s450x450_jfs/t1/94807/20/44593/62754/6534ad5eFf277873d/11a374cc3ed6b6b0.jpg
['Apple'],['iPad Pro 4 (11-inch) '],[],[],[],[],未知,https://item.jd.com/100044025811.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=02e614f7e0e9402f98bc4a9da5aa4b66,https://img11.360buyimg.com/n1/s450x450_jfs/t1/194242/21/40232/60055/6534aca8F84c4a8bd/8744ad7dde062df4.jpg
['Apple'],['iPad Pro 5 (12.9-inch) '],[],[],[],[],未知,https://item.jd.com/100044647717.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=feb07b85a04448e888bc54ea889435b7,https://img12.360buyimg.com/n1/s450x450_jfs/t1/178799/39/39963/81280/6538b01fF393e7f15/a501a5abf98beb6f.jpg
['Apple'],['iPad Pro 3 (11-inch) '],[],[],[],[],未知,https://npcitem.jd.hk/100050728809.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=970793b755dc46248c6890093a560d7e,https://img14.360buyimg.com/n1/jfs/t1/192801/15/40838/89402/653899b1F3e778677/f6025fa25ff3e623.jpg
['Apple'],['iPad Air 5 '],[],[],[],[],未知,https://item.jd.com/100019718235.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=576417e70807438a9616245ea700b9f8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/232581/35/436/29949/6534ab1aF3988542d/635d1638bee65271.jpg
['Apple'],['iPhone 15 Pro '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622733.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6920ec455c384b5cbc454132861e5a56,https://img13.360buyimg.com/n1/s450x450_jfs/t1/97619/11/40150/44142/650d6c00Fca77d46d/f2c844d0f3d2ad6a.jpg
['Apple'],['iPhone 15 Pro Max '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068620621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=dd158f720f0c422db0772cee895f7a29,https://img11.360buyimg.com/n1/s450x450_jfs/t1/175284/16/40646/53790/650d6ef5Fe8620d03/fbcc68374c95919f.jpg
['Apple'],['iPhone 14 Pro '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100038088881.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ba2bfd296f3a45f281af3549d2c0985c,https://img11.360buyimg.com/n1/s450x450_jfs/t1/134145/18/30627/17255/631920daE79ae9147/3ea1943f30f6ec36.jpg
['Apple'],['iPhone 14 Pro Max '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100038089153.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e98ce84bfad4450e8798e4314b50a4ae,https://img13.360buyimg.com/n1/s450x450_jfs/t1/107136/12/18303/18249/631919b4Ee80641d3/9fee50260dbe61a3.jpg
['Apple'],['iPhone 15 Plus '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622753.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=77338afc722041f380a23aa867edd541,https://img13.360buyimg.com/n1/s450x450_jfs/t1/95722/12/43014/36124/650d660cF7c1551ce/06f86312c7cd46fe.jpg
['Apple'],['iPhone 15 '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100066896214.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f4997b03759c41d2ace88ad9b1a6ce0b,https://img14.360buyimg.com/n1/s450x450_jfs/t1/99824/19/42675/41050/6538ea34Fac47412e/a61f9cbbc9439194.jpg
['Apple'],['iPhone 14 Plus '],['A15'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100038089449.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d9ff65280ae44b7cbb5eee31d0b050a6,https://img14.360buyimg.com/n1/s450x450_jfs/t1/34729/33/17764/20186/631917a1Ef100b0db/68eb3817df9ff027.jpg
['Apple'],['iPhone 14 '],['A15'],['25W及以下'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100038089157.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8e29ea2e15a043dd8073f1341709085e,https://img12.360buyimg.com/n1/s450x450_jfs/t1/202735/25/26604/18502/63192446E6a9d84ae/8b09a7cebb0e5391.jpg
['Apple'],['iPhone 13 Pro '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622733.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=64a0c85d15bf488b8742c36ce3e13aa8,https://img13.360buyimg.com/n1/s450x450_jfs/t1/97619/11/40150/44142/650d6c00Fca77d46d/f2c844d0f3d2ad6a.jpg
['Apple'],['iPhone 13 Pro Max '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068620621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=87d8fa8f63204010beb1c317400e3262,https://img11.360buyimg.com/n1/s450x450_jfs/t1/175284/16/40646/53790/650d6ef5Fe8620d03/fbcc68374c95919f.jpg
['Apple'],['iPad mini 6 '],[],[],[],[],未知,https://item.jd.com/100014352497.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=cd9e31cc63f844f18a61d51c23b6e285,https://img12.360buyimg.com/n1/s450x450_jfs/t1/238363/20/343/37911/6534ae0cF11b25815/bcddbaf672826b8b.jpg
['Apple'],['iPhone 13 '],['A15'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100026809200.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d6cf26d3ef464bffa9c9873eb8475379,https://img10.360buyimg.com/n1/s450x450_jfs/t1/86427/14/19271/36243/61411717E77fe56b3/6772d7b278344d28.jpg
['Apple'],['iPhone 13 mini '],[],[],[],[],未知,https://item.jd.com/100019801649.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=22f2437a0de44ea1a1fc8789f57b8190,https://img14.360buyimg.com/n1/s450x450_jfs/t1/129490/20/24624/164937/622ab5dbEf7913b65/6a7758e60db86d67.jpg
['Apple'],['iPhone SE3 '],['A15'],['以官网信息为准'],['IP67'],['LCD'],未知,https://item.jd.com/100019718255.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ec9676f977f443b6a8c06a6449e096b6,https://img10.360buyimg.com/n1/s450x450_jfs/t1/99428/38/41262/18371/64ed4e71F111c8a3d/c1b0a8b131bb664a.jpg
['Apple'],['iPad Pro 3 (12.9-inch) '],[],[],[],[],未知,https://item.jd.com/100044647717.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c8259f3649904096960bd84cc49a2213,https://img12.360buyimg.com/n1/s450x450_jfs/t1/178799/39/39963/81280/6538b01fF393e7f15/a501a5abf98beb6f.jpg
['Apple'],['iPad Pro 4 (12.9-inch) '],[],[],[],[],未知,https://item.jd.com/100044647717.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=be802afc28334267a3a09b0b878849ac,https://img12.360buyimg.com/n1/s450x450_jfs/t1/178799/39/39963/81280/6538b01fF393e7f15/a501a5abf98beb6f.jpg
['Apple'],['iPhone 12 Pro Max '],[],[],[],[],未知,https://item.jd.com/100016034372.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=95aa51fcbe8a456786079d72a0dd0d73,https://img12.360buyimg.com/n1/s450x450_jfs/t1/122505/19/15070/68848/5f861494Ebe330db5/24bc162f493ec940.jpg
['Apple'],['iPad Air 4 '],[],[],[],[],未知,https://item.jd.com/100034710052.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ed3ccd372ac4441b861caca046b37444,https://img12.360buyimg.com/n1/s450x450_jfs/t1/125396/38/38395/25323/6534b838Fc75484e2/b6a5f3f85bd6bdf7.jpg
['Apple'],['iPad 10 '],[],[],[],[],未知,https://item.jd.com/100044025895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5097883c42b64e54b00d0e6b5441eb69,https://img10.360buyimg.com/n1/s450x450_jfs/t1/101168/17/41317/30658/6534abeeFaaa2cd41/5030bb330d5ba756.jpg
['Apple'],['iPad Pro 2 (11-inch) '],[],[],[],[],未知,https://item.jd.com/100044025811.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6c1ec2ca92f34e5eb1b6825a21340515,https://img11.360buyimg.com/n1/s450x450_jfs/t1/194242/21/40232/60055/6534aca8F84c4a8bd/8744ad7dde062df4.jpg
['Apple'],['iPad Pro (11-inch) '],[],[],[],[],未知,https://item.jd.com/100044025811.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=cb87aca7732349e996a61c33c53dff4c,https://img11.360buyimg.com/n1/s450x450_jfs/t1/194242/21/40232/60055/6534aca8F84c4a8bd/8744ad7dde062df4.jpg
['Apple'],['iPhone 12 Pro '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622733.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=54cea9e820aa4481ae623fae2fcbe786,https://img13.360buyimg.com/n1/s450x450_jfs/t1/97619/11/40150/44142/650d6c00Fca77d46d/f2c844d0f3d2ad6a.jpg
['Apple'],['iPhone 12 '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100066896214.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bba678010f5943ef9ee8440abc65fa94,https://img14.360buyimg.com/n1/s450x450_jfs/t1/99824/19/42675/41050/6538ea34Fac47412e/a61f9cbbc9439194.jpg
['Apple'],['iPhone 12 mini '],['Apple A系列'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100009077437.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c0ebbb8e8a9a4a4e90929c274e6c718a,https://img12.360buyimg.com/n1/s450x450_jfs/t1/96319/23/19365/153404/60afca82E35c7e35c/bbb16661dc37abdd.jpg
['Apple'],['iPad 9 '],[],[],[],[],未知,https://item.jd.com/100026667924.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b4807bd89922400282bdf2a035574b23,https://img14.360buyimg.com/n1/s450x450_jfs/t1/235808/37/418/29160/6534ab68F016abd37/e309c4fd27935088.jpg
['Apple'],['iPhone 11 Pro Max '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068620621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=451c8bc8269345f99bf77a7e34370da2,https://img11.360buyimg.com/n1/s450x450_jfs/t1/175284/16/40646/53790/650d6ef5Fe8620d03/fbcc68374c95919f.jpg
['Apple'],['iPhone 11 Pro '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622733.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=df78766f7ac04e4691463206486ac9fe,https://img13.360buyimg.com/n1/s450x450_jfs/t1/97619/11/40150/44142/650d6c00Fca77d46d/f2c844d0f3d2ad6a.jpg
['Apple'],['iPhone 11 '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100066896214.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=915d93544f894f80b1618ff11b70c7bd,https://img14.360buyimg.com/n1/s450x450_jfs/t1/99824/19/42675/41050/6538ea34Fac47412e/a61f9cbbc9439194.jpg
['Apple'],['iPad mini 5 '],[],[],[],[],未知,https://item.jd.com/100014440485.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=74a89e694fe04815b302417061cdb3d8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/111362/22/34190/46747/6497e792F0ca5203e/48938c967b78c121.jpg
['Apple'],['iPad 8 '],[],[],[],[],未知,https://item.jd.com/100044025895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=88894302fa9f4b1db5a3949cd1f7aeb2,https://img10.360buyimg.com/n1/s450x450_jfs/t1/101168/17/41317/30658/6534abeeFaaa2cd41/5030bb330d5ba756.jpg
['Apple'],['iPhone SE2 '],['A15'],['以官网信息为准'],['IP67'],['LCD'],未知,https://item.jd.com/100019718255.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3c13d4504852411c8db50d41cf5e8c7c,https://img10.360buyimg.com/n1/s450x450_jfs/t1/99428/38/41262/18371/64ed4e71F111c8a3d/c1b0a8b131bb664a.jpg
['Apple'],['iPad Pro 2 (12.9-inch) '],[],[],[],[],未知,https://item.jd.com/100044025821.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=872f076cdb4d4c8b8c87bf793ff944cf,https://img11.360buyimg.com/n1/s450x450_jfs/t1/94807/20/44593/62754/6534ad5eFf277873d/11a374cc3ed6b6b0.jpg
['Apple'],['iPhone XS '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622733.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=329eae46befc4ea680581c5eb372e0e7,https://img13.360buyimg.com/n1/s450x450_jfs/t1/97619/11/40150/44142/650d6c00Fca77d46d/f2c844d0f3d2ad6a.jpg
['Apple'],['iPhone XS Max '],['A17 Pro'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068620621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4b9e3dad21c042f6bdc9b3c4106bb351,https://img11.360buyimg.com/n1/s450x450_jfs/t1/175284/16/40646/53790/650d6ef5Fe8620d03/fbcc68374c95919f.jpg
['Apple'],['iPhone XR '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100068622753.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=29a54af3aaad451885412ec4275f2a72,https://img13.360buyimg.com/n1/s450x450_jfs/t1/95722/12/43014/36124/650d660cF7c1551ce/06f86312c7cd46fe.jpg
['Apple'],['iPad Pro 2 (10.5-inch) '],[],[],[],[],未知,https://item.jd.com/100044025811.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8c95bbb686b6404a9066953dc5fc3c19,https://img11.360buyimg.com/n1/s450x450_jfs/t1/194242/21/40232/60055/6534aca8F84c4a8bd/8744ad7dde062df4.jpg
['Apple'],['iPhone 8 '],['A16'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100066896214.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=85f70b1e84e949bea410ea3ee8f4032f,https://img14.360buyimg.com/n1/s450x450_jfs/t1/99824/19/42675/41050/6538ea34Fac47412e/a61f9cbbc9439194.jpg
['Apple'],['iPad 6 '],[],[],[],[],未知,https://item.jd.com/100044025895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b80ffacf395c4a92b698c3fb8fa2dcc1,https://img10.360buyimg.com/n1/s450x450_jfs/t1/101168/17/41317/30658/6534abeeFaaa2cd41/5030bb330d5ba756.jpg
