brand,phonename,cpu,charging,waterproof,screen,characteristic,phonehref,img_url
['三星（SAMSUNG）'],['三星Galaxy S22 Ultra 5G'],['骁龙8 Gen1'],['26-49W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100018354355.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=0da7c9c2dbdb48588b3f88bfe12b2bb3,https://img10.360buyimg.com/n1/s450x450_jfs/t1/109857/14/42578/74990/65365261F811f8521/9278604e9b065fe8.jpg
['vivo'],['iQOO Z8'],['天玑8200'],['120-150W'],['不支持防水'],['LCD'],['屏幕高刷新率'],https://item.jd.com/100061826798.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4e9d1c82365e4bc7bf9af947a7f28ea7,https://img13.360buyimg.com/n1/s450x450_jfs/t1/199207/39/34849/53346/65378ca9Faa44441e/6b7a50f017662b6a.jpg
['vivo'],['iQOO 7'],['骁龙8 Gen2'],['151-200W'],['生活防水'],['OLED直屏'],['E6材质，屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100055626080.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a4f1b416767542919f16707bd6db07b3,https://img10.360buyimg.com/n1/s450x450_jfs/t1/114413/19/42450/104973/65351d12F2eff9076/c1a4abdf016fd795.jpg
['vivo'],['iQOO Neo7 SE'],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=62af4e3b801d4ddcbd3c25eb0a72abfd,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['vivo'],['iQOO Neo5S'],['骁龙888'],['50-79W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100030441732.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6c423848b1544838bd2cea0b9a31b9ef,https://img12.360buyimg.com/n1/s450x450_jfs/t1/177613/34/34105/36637/643d17d6F1b54a2d7/33dfcc555eab5397.jpg
['vivo'],['vivo S17 Pro'],['天玑8200'],['80-119W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100052820590.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d48cf90164444a7a8e13a5d99846932a,https://img10.360buyimg.com/n1/s450x450_jfs/t1/98237/10/39151/82948/6534f9eeFc089cb68/bf75d43633a60a69.jpg
['OPPO'],['OPPO Reno10 Pro 5G'],['骁龙8+ Gen1'],['80-119W'],['IPX4'],['OLED曲面屏'],未知,https://item.jd.com/100052125032.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5d3aa88ad96b410392c88d881cf345a3,https://img12.360buyimg.com/n1/s450x450_jfs/t1/159338/12/40363/76225/6534c0c1F71f3b416/1e47fd846fe99a7b.jpg
['vivo'],['iQOO 8'],['骁龙8 Gen2'],['151-200W'],['生活防水'],['OLED直屏'],['E6材质，屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100055626080.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b4b36ccb398f4507977a7535ebf71ddd,https://img10.360buyimg.com/n1/s450x450_jfs/t1/114413/19/42450/104973/65351d12F2eff9076/c1a4abdf016fd795.jpg
['荣耀（HONOR）'],['荣耀Magic4'],['骁龙8 Gen1'],['50-79W'],['IPX4'],['OLED曲面屏'],未知,https://item.jd.com/100019269987.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=672153d17eba46f4818b30fc0f7087da,https://img12.360buyimg.com/n1/s450x450_jfs/t1/213122/29/21567/23863/6328620cE150656c2/12267bf7b4a5e477.jpg
['真我（realme）'],['realme GT'],['骁龙8 Gen2'],['240W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100065762621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=52e40454df154bb89bba8f52e5342769,https://img11.360buyimg.com/n1/s450x450_jfs/t1/228028/22/563/54638/6532af4cFf55e3537/f033fb6d754df169.jpg
['荣耀（HONOR）'],['荣耀Magic4 至臻版'],['骁龙8 Gen1'],['80-119W'],['IP68'],['OLED曲面屏'],['LTPO屏幕'],https://item.jd.com/100034036774.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c9a18a13bbea448ea06b6b2715084ed9,https://img14.360buyimg.com/n1/s450x450_jfs/t1/97381/31/31928/26630/63286d33E38ab9cc3/0c16b58a034c9f4c.jpg
['小米（MI）'],['Redmi K40 Pro'],[],[],[],[],未知,https://item.jd.com/100018642180.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5e41fc28850d4c0aa68ab3a77b427776,https://img10.360buyimg.com/n1/s450x450_jfs/t1/176039/15/11/122234/6059bd24Eef637833/ac6111063d3eb3ee.jpg
['一加'],['一加Ace 竞速版'],['天玑8100-MAX'],['50-79W'],['生活防水'],['LCD'],['屏幕高刷新率，防水防尘，NFC'],https://item.jd.com/100022199561.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=aae313c1cb564789ba3603f638b9e895,https://img11.360buyimg.com/n1/s450x450_jfs/t1/232471/24/527/68461/6536504aF7aef50cf/e83c0f2222f9719f.jpg
['荣耀（HONOR）'],['荣耀Magic4 Pro'],['骁龙8 Gen1'],['80-119W'],['IP68'],['OLED曲面屏'],['LTPO屏幕'],https://item.jd.com/100032673361.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=2742155bd62d4261bb1987cc55a6b231,https://img11.360buyimg.com/n1/s450x450_jfs/t1/115814/23/21131/99111/621c91bfE0af65252/ae32006b156831e7.jpg
['小米（MI）'],['Redmi K60E'],['天玑8200'],['50-79W'],['IP53'],['OLED直屏'],['屏幕高刷新率，光学防抖拍照，NFC，红外遥控'],https://item.jd.com/100051316897.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9304614ad21b41d4b511c9a28227e3b3,https://img12.360buyimg.com/n1/s450x450_jfs/t1/96266/15/36360/31056/63aab37aFb96e223c/6e0da71c8ddd4368.jpg
['小米（MI）'],['小米Civi 3'],['天玑8200-Ultra'],['50-79W'],['IP53'],['OLED曲面屏'],未知,https://item.jd.com/100052684910.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b40f11ed5a6043de8f23af8a27a07ead,https://img10.360buyimg.com/n1/s450x450_jfs/t1/233209/2/197/68592/6530d648Fb31a7527/d432edf85770546a.jpg
['小米（MI）'],['Redmi Note12T Pro'],['天玑8200-Ultra'],['50-79W'],['IP53'],['LCD'],未知,https://item.jd.com/100058934613.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1ed38c89b4024aae832fbab237516b89,https://img13.360buyimg.com/n1/s450x450_jfs/t1/232298/16/174/83780/65308703F967ad310/c9b87751dc44e9f3.jpg
['小米（MI）'],['小米11 Ultra'],['骁龙888'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100019791896.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=899fe5bd6f9a4ba2a8fc36716497d196,https://img11.360buyimg.com/n1/s450x450_jfs/t1/160724/31/15505/100951/6061c0e2E23b77bee/6105397816a86f0b.jpg
['真我（realme）'],['realme GT Neo 3'],[],[],[],[],未知,https://item.jd.com/100037765464.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1bf9ef2db9ad47b0ab3e349111ddbe63,https://img14.360buyimg.com/n1/s450x450_jfs/t1/93336/25/26448/78598/625e5379Eb859f149/beda5fd54e0e4508.jpg
['荣耀（HONOR）'],['荣耀X40 GT'],['骁龙888'],['50-79W'],['不支持防水'],['LCD'],未知,https://item.jd.com/100042265397.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=42f60f8f83064996879f158974c794f9,https://img12.360buyimg.com/n1/s450x450_jfs/t1/188041/9/28595/24477/63469204E0e155b4c/c18bd2097196ccfa.jpg
['荣耀（HONOR）'],['荣耀X40 GT竞速版'],['骁龙888'],['50-79W'],['不支持防水'],['LCD'],未知,https://item.jd.com/100068627151.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=2fcb27890e3d45d6879a5e13427c642d,https://img11.360buyimg.com/n1/s450x450_jfs/t1/96334/15/37805/74038/653a2f21Ff7913a02/776688bc1ede5d40.jpg
['小米（MI）'],['小米11 Pro'],['骁龙8 Gen2'],['120-150W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100049486749.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bc051738ff424a6696458adb12f4e000,https://img14.360buyimg.com/n1/s450x450_jfs/t1/101875/16/31999/17274/6395a937E971b313b/f6f90b0c74a6acb7.jpg
['OPPO'],['OPPO K10 5G'],['天玑8000'],['50-79W'],['生活防水'],['LTPS LCD'],['屏幕高刷新率'],https://item.jd.com/100037323622.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=57f8687bcb244a2fa31e19fb3d00eda0,https://img12.360buyimg.com/n1/s450x450_jfs/t1/228210/11/453/54263/6534df44Ff078b796/898d072b2ff6a09c.jpg
['小米（MI）'],['Redmi K50'],['天玑8100'],['50-79W'],['IP53'],['OLED直屏'],未知,https://item.jd.com/100035246702.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f1835beeaa014b77a110033018d08e23,https://img12.360buyimg.com/n1/s450x450_jfs/t1/102324/40/26032/286954/62331c30E42304c07/cb01bcf44f005b98.jpg
['小米（MI）'],['Redmi Note 11T Pro'],['天玑8100'],['50-79W'],['生活防水'],['LCD'],未知,https://item.jd.com/100064518146.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=258f5fe6fbfd43ed93e1666f40c7fd2f,https://img11.360buyimg.com/n1/s450x450_jfs/t1/90805/21/42621/47189/648f1eaaF795258f9/e4b15c1ec398ec20.jpg
['vivo'],['iQOO Neo6 SE'],['骁龙870'],['80-119W'],['不支持防水'],['OLED直屏'],['屏幕指纹，5G，屏幕高刷新率'],https://item.jd.com/100021888995.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e27a4fa39bf645a4b776b55abd66e7c8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/129745/40/22891/332016/628f6621Ea6ad1491/fae8988cfdb7352a.jpg
['vivo'],['iQOO Neo5 SE'],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=51344b8f856f494aa981977e97e777ca,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['小米（MI）'],['小米11'],['骁龙888'],['50-79W'],['IP53'],['OLED曲面屏'],未知,https://item.jd.com/100017358352.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6b181bea884a4081baca3c6e2c7e09ca,https://img12.360buyimg.com/n1/s450x450_jfs/t1/157367/11/11/67298/5fe952abEe0ceb5ee/134c3ad9fabe83ff.jpg
['小米（MI）'],['Redmi Note 11T Pro+'],['天玑8100'],['120-150W'],['生活防水'],['LCD'],未知,https://item.jd.com/100023150137.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1833455f08ec453f89aeb44bc01fa77d,https://img12.360buyimg.com/n1/s450x450_jfs/t1/28483/9/16800/68572/628cb2e9Ef114c674/5fbe663735f63657.jpg
['OPPO'],['OPPO Find X3'],['骁龙870'],['50-79W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100021202511.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=faa00429b415438e935356bea282e127,https://img11.360buyimg.com/n1/s450x450_jfs/t1/149263/19/20781/71316/61de7db5E3a43f333/3e13b2090433e133.jpg
['真我（realme）'],['realme GT 大师探索版'],['骁龙8+ Gen1'],['80-119W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100028664973.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=848dbebe940f430ba2b848fb28c77035,https://img13.360buyimg.com/n1/s450x450_jfs/t1/185248/17/40031/77896/6532b85eF1127747d/b758570eef38fc4d.jpg
['联想（Lenovo）'],['拯救者平板Y700'],[],[],[],[],未知,https://item.jd.com/100063189475.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=86f4f9a23b9f4c2ea80b2b4299727b04,https://img10.360buyimg.com/n1/s450x450_jfs/t1/131959/29/37979/115240/653b1c3dF25f062f5/337cd9aa2038c6db.jpg
['vivo'],['iQOO Neo5 活力版'],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d393252af5d34da78db8144564beea61,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['小米（MI）'],['Redmi K40'],[],[],[],[],未知,https://item.jd.com/100018640796.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=586f7816bbad4856ac7be68973819f85,https://img11.360buyimg.com/n1/s450x450_jfs/t1/166774/32/14381/145223/6059b1d4E9caaa792/bce5ef0bc351e516.jpg
['vivo'],['iQOO Neo5'],['骁龙8+ Gen1'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092880.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b9fe93f588374b28bc6a6e395c2484c9,https://img10.360buyimg.com/n1/s450x450_jfs/t1/181882/33/38903/75470/65378ca7F6e64c45d/321b9d4f3bf040a3.jpg
['小米（MI）'],['小米10S'],[],[],[],[],未知,https://item.jd.com/100019044460.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b2b9b4013e974970a6baa8c42f67e033,https://img10.360buyimg.com/n1/s450x450_jfs/t1/218725/35/11323/67585/61ea490dE88c9c238/5e6bb60e5bbb4264.jpg
['小米（MI）'],['Redmi K40S'],['骁龙870'],['50-79W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100020062335.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6781adafe67f4d5099c486b6deab6483,https://img10.360buyimg.com/n1/s450x450_jfs/t1/149909/27/21980/296225/62331f88E5f6cecef/e9e71b07fabfb5d2.jpg
['小米（MI）'],['小米10 Pro'],['骁龙8 Gen2'],['120-150W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100049486749.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d2efc8eb2588416f91eb68ce4d43a9c0,https://img14.360buyimg.com/n1/s450x450_jfs/t1/101875/16/31999/17274/6395a937E971b313b/f6f90b0c74a6acb7.jpg
['小米（MI）'],['小米10 至尊纪念版'],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100056974405.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3bde63ef98b5486880e460f04ad2ca02,https://img10.360buyimg.com/n1/s450x450_jfs/t1/78873/16/25462/106471/6530b794Fa694582d/f1481cf9ffce746e.jpg
['vivo'],['iQOO Neo3'],['骁龙8+ Gen1'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092880.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=063d84cc60f24b47b77606e5d0faa27f,https://img10.360buyimg.com/n1/s450x450_jfs/t1/181882/33/38903/75470/65378ca7F6e64c45d/321b9d4f3bf040a3.jpg
['小米（MI）'],['Redmi K30S 至尊纪念版'],['天玑9200+'],['120-150W'],['IP68'],['OLED直屏'],['屏幕指纹，高频PWM调光，NFC，红外遥控'],https://item.jd.com/100061869632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=82cf55e27c3447229a00d76ac5aa411b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/226231/26/855/67436/65369bfbF5e78e793/77fddcef28504848.jpg
['小米（MI）'],['小米10'],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100049486743.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=56ee85b007fe432c863f1a49afd31dc6,https://img13.360buyimg.com/n1/s450x450_jfs/t1/102740/9/37262/80065/6530ab8eF8102a676/b15380d47c841abd.jpg
['小米（MI）'],['Redmi K30 Pro'],[],[],[],[],未知,https://item.jd.com/100011967508.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=33b233fa34ec44e28f8610cf6d7a51b0,https://img13.360buyimg.com/n1/s450x450_jfs/t1/102554/37/16283/163998/5e78a277E84ce028a/d7375c6a16dfd073.jpg
['小米（MI）'],['Redmi Note 13 Pro+'],['天玑7200-Ultra'],['120-150W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/10085852346082.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d1dac97f027347d7a607177c9001ee09,https://img12.360buyimg.com/n1/s450x450_jfs/t1/230454/2/454/71812/6535e769F65f4b85e/042be7ae9ce6f495.jpg
['vivo'],['vivo S17e'],['天玑7200'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100051541142.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1b0d74f55ab84f8fad44f799d53722e9,https://img12.360buyimg.com/n1/s450x450_jfs/t1/89702/2/45177/62263/653672faFc2e800fb/c434c21a10e5ff4b.jpg
['荣耀（HONOR）'],['荣耀90'],['骁龙7系列'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100052541468.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=0b9c5afcaa1d4aef9da7283a643a134f,https://img13.360buyimg.com/n1/s450x450_jfs/t1/94601/9/42242/100671/6538ee4bF898b0f42/f393ec1278b5666e.jpg
['vivo'],['iQOO Z7'],['骁龙782G'],['120-150W'],['不支持防水'],['LCD'],未知,https://item.jd.com/100045503730.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b2f5cf298a704937b4eee350e1ba4787,https://img10.360buyimg.com/n1/s450x450_jfs/t1/123509/38/40474/68003/65361898F3ed19b75/f2f0b97cfe27d633.jpg
['荣耀（HONOR）'],['荣耀80'],['骁龙782G'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048275999.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8f1dd3ebc44e4e53a20469e078a7c589,https://img14.360buyimg.com/n1/s450x450_jfs/t1/93274/3/45557/41973/6534fccbF31d3f937/97d959c8bfb55bdb.jpg
['vivo'],['vivo S17'],['骁龙778G+'],['80-119W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100058057444.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1ff7c6f2ef294d57b470530c64d97163,https://img14.360buyimg.com/n1/s450x450_jfs/t1/145610/15/39233/82171/6534f9f2F17ba7334/defacc9fd3ab207d.jpg
['荣耀（HONOR）'],['荣耀70'],['骁龙778G+'],['50-79W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100023070501.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4df4603a5adb4454ab70cde2d483084b,https://img11.360buyimg.com/n1/s450x450_jfs/t1/128928/2/26322/49074/632873d4E0126386e/33882a86e930cde5.jpg
['小米（MI）'],['Redmi Note 13 Pro'],['骁龙7s Gen2'],['50-79W'],['IP54'],['OLED直屏'],未知,https://item.jd.com/100068892967.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=751034ee188d48d080a32d5866dd7747,https://img12.360buyimg.com/n1/s450x450_jfs/t1/123912/2/39877/64378/652f9baeF58e5e6a3/ec3d064d640201cf.jpg
['华为（HUAWEI）'],['华为nova 11'],['骁龙778G'],['50-79W'],['不支持防水'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100049696240.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5af5c01717674500adfbf6356043e16a,https://img10.360buyimg.com/n1/s450x450_jfs/t1/112923/16/36334/88727/6535fa1eFff344b73/b7a5b19c42d8a953.jpg
